d000.s00000.t00000 bn:00106124a
d000.s00230.t00000 bn:00068233n
d000.s00230.t00001 bn:00014169n
d000.s00231.t00000 bn:00085499v
d000.s00231.t00001 bn:00026554n
d000.s00231.t00002 bn:00025320n
d000.s00231.t00003 bn:00078809n
d000.s00231.t00004 bn:00098342a
d000.s00231.t00005 bn:00005729n
d000.s00232.t00000 bn:00088411v
d000.s00232.t00001 bn:00091136v
d000.s00232.t00002 bn:00028749n
d000.s00233.t00000 bn:00046922n
d000.s00233.t00001 bn:00086390v
d000.s00234.t00000 bn:00047238n
d000.s00234.t00001 bn:00083340v
d000.s00234.t00002 bn:00077267n
d000.s00234.t00003 bn:00082318v
d000.s00234.t00004 bn:00093287v
d000.s00234.t00005 bn:00025417n
d000.s00235.t00000 bn:00082470v
d000.s00235.t00001 bn:00015784n
d000.s00236.t00000 bn:00114246r
d000.s00237.t00000 bn:00025582n
d000.s00238.t00000 bn:00032175n
d000.s00239.t00000 bn:00033729n
d000.s00239.t00001 bn:00085516v
d000.s00239.t00002 bn:00100969a
d000.s00239.t00003 bn:00030815n
d000.s00239.t00004 bn:00089240v
d000.s00240.t00000 bn:00005169n
d000.s00240.t00001 bn:00013179n
d000.s00240.t00002 bn:00083195v
d000.s00241.t00000 bn:00084554v
d000.s00241.t00001 bn:00015752n
d000.s00241.t00002 bn:00023774n
d000.s00241.t00003 bn:00021012n
d000.s00241.t00004 bn:00058579n
d000.s00241.t00005 bn:00011766n
d000.s00241.t00006 bn:00058038n
d000.s00242.t00000 bn:00014710n
d000.s00242.t00001 bn:00070537n
d000.s00242.t00002 bn:00105419a
d000.s00242.t00003 bn:00034863n
d000.s00243.t00000 bn:00063640n
d000.s00243.t00001 bn:00114626r
d000.s00243.t00002 bn:00089240v
d000.s00244.t00000 bn:00015752n
d000.s00244.t00001 bn:00034786n
d000.s00245.t00000 bn:00001533n
d000.s00245.t00001 bn:00058579n
d000.s00245.t00002 bn:00083340v
d000.s00245.t00003 bn:00040864n
d000.s00246.t00000 bn:00014640n
d000.s00246.t00001 bn:00014710n
d000.s00247.t00000 bn:00083286v
d000.s00247.t00001 bn:00106801a
d000.s00248.t00000 bn:00030951n
d000.s00248.t00001 bn:00069946n
d000.s00248.t00002 bn:00019934n
d000.s00249.t00000 bn:00078738n
d000.s00249.t00001 bn:00097846a
d000.s00249.t00002 bn:00026887n
d000.s00249.t00003 bn:00015752n
d000.s00249.t00004 bn:00000738n
d000.s00249.t00005 bn:00010422n
d000.s00249.t00006 bn:00084231v
d000.s00249.t00007 bn:00026554n
d000.s00249.t00008 bn:00100948a
d000.s00249.t00009 bn:00001533n
d000.s00249.t00010 bn:00000745n
d000.s00250.t00000 bn:00047356n
d000.s00250.t00001 bn:00105850a
d000.s00250.t00002 bn:00010729n
d000.s00250.t00003 bn:00084231v
d000.s00251.t00000 bn:00028425n
d000.s00251.t00001 bn:00096292a
d000.s00251.t00002 bn:00082442v
d000.s00251.t00003 bn:00032021n
d000.s00251.t00004 bn:00058579n
d000.s00252.t00000 bn:00044258n
d000.s00252.t00001 bn:00041881n
d000.s00252.t00002 bn:00089240v
d000.s00252.t00003 bn:00047354n
d000.s00253.t00000 bn:00086682v
d000.s00253.t00001 bn:00098477a
d000.s00253.t00002 bn:00085042v
d000.s00254.t00000 bn:00083370v
d000.s00254.t00001 bn:00026603n
d000.s00254.t00002 bn:00015752n
d000.s00254.t00003 bn:00001533n
d000.s00254.t00004 bn:00056758n
d000.s00254.t00005 bn:00077773n
d000.s00254.t00006 bn:00023251n
d000.s00254.t00007 bn:00067948n
d000.s00254.t00008 bn:00069946n
d000.s00255.t00000 bn:00056758n
d000.s00256.t00000 bn:00000738n
d000.s00256.t00001 bn:00058579n
d000.s00256.t00002 bn:00115253r
d000.s00257.t00000 bn:00073636n
d000.s00257.t00001 bn:00078738n
d000.s00258.t00000 bn:00019848n
d000.s00258.t00001 bn:00002179n
d000.s00258.t00002 bn:00101411a
d000.s00259.t00000 bn:00102248a
d000.s00259.t00001 bn:00086868v
d000.s00259.t00002 bn:00047741n
d000.s00259.t00003 bn:00058061n
d000.s00259.t00004 bn:00090460v
d000.s00260.t00000 bn:00087967v
d000.s00260.t00001 bn:00082985v
d000.s00261.t00000 bn:00087576v
d000.s00261.t00001 bn:00040159n
d000.s00261.t00002 bn:00071103n
d000.s00261.t00003 bn:00023782n
d000.s00262.t00000 bn:00019848n
d000.s00262.t00001 bn:00095233v
d000.s00262.t00002 bn:00020164n
d000.s00262.t00003 bn:00058038n
d000.s00263.t00000 bn:00099598a
d000.s00263.t00001 bn:00027530n
d000.s00263.t00002 bn:00045122n
d000.s00263.t00003 bn:00060883n
d000.s00264.t00000 bn:00030861n
d000.s00264.t00001 bn:00007406n
d000.s00264.t00002 bn:00102248a
d000.s00264.t00003 bn:00047077n
d000.s00265.t00000 bn:00007299n
d000.s00265.t00001 bn:00086877v
d000.s00265.t00002 bn:00071103n
d000.s00265.t00003 bn:00092969v
d000.s00265.t00004 bn:00003686n
d000.s00266.t00000 bn:00088912v
d000.s00266.t00001 bn:00013179n
d000.s00266.t00002 bn:00081370n
d000.s00266.t00003 bn:00001533n
d000.s00266.t00004 bn:00094089v
d000.s00267.t00000 bn:00073636n
d000.s00267.t00001 bn:00094612v
d000.s00268.t00000 bn:00091124v
d000.s00268.t00001 bn:00023774n
d000.s00268.t00002 bn:00098342a
d000.s00268.t00003 bn:00115253r
d000.s00269.t00000 bn:00002178n
d000.s00269.t00001 bn:00058579n
d000.s00269.t00002 bn:00099803a
d000.s00270.t00000 bn:00017234n
d000.s00270.t00001 bn:00032338n
d000.s00270.t00002 bn:00086567v
d000.s00270.t00003 bn:00049842n
d000.s00270.t00004 bn:00090321v
d000.s00270.t00005 bn:00031896n
d000.s00271.t00000 bn:00020164n
d000.s00271.t00001 bn:00092066v
d000.s00271.t00002 bn:00060883n
d000.s00271.t00003 bn:00087882v
d000.s00272.t00000 bn:00044739n
d000.s00273.t00000 bn:00114079r
d000.s00273.t00001 bn:00078738n
d000.s00273.t00002 bn:00091096v
d000.s00273.t00003 bn:00042160n
d000.s00273.t00004 bn:00011766n
d000.s00274.t00000 bn:00084385v
d000.s00274.t00001 bn:00049589n
d000.s00275.t00000 bn:00084385v
d000.s00276.t00000 bn:00047159n
d000.s00276.t00001 bn:00072895n
d000.s00276.t00002 bn:00103347a
d000.s00276.t00003 bn:00095233v
d000.s00276.t00004 bn:00071103n
d000.s00277.t00000 bn:00082417v
d000.s00277.t00001 bn:00069946n
d000.s00277.t00002 bn:00087731v
d000.s00277.t00003 bn:00080677n
d000.s00278.t00000 bn:00057075n
d000.s00278.t00001 bn:00093875v
d000.s00279.t00000 bn:00045705n
d000.s00279.t00001 bn:00011766n
d000.s00280.t00000 bn:00100895a
d000.s00280.t00001 bn:00063707n
d000.s00280.t00002 bn:00087967v
d000.s00280.t00003 bn:00050371n
d000.s00280.t00004 bn:00015752n
d000.s00281.t00000 bn:00095974a
d000.s00281.t00001 bn:00058579n
d000.s00281.t00002 bn:00047612n
d000.s00281.t00003 bn:00088815v
d000.s00281.t00004 bn:00023774n
d000.s00281.t00005 bn:00017367n
d000.s00281.t00006 bn:00016402n
d000.s00282.t00000 bn:00058579n
d000.s00282.t00001 bn:00056541n
d000.s00282.t00002 bn:00029212n
d000.s00282.t00003 bn:00101908a
d000.s00282.t00004 bn:00102248a
d000.s00282.t00005 bn:00023778n
d000.s00282.t00006 bn:00085252v
d000.s00282.t00007 bn:00071103n
d000.s00282.t00008 bn:00003686n
d000.s00283.t00000 bn:00023774n
d000.s00283.t00001 bn:00001533n
d000.s00283.t00002 bn:00114512r
d000.s00283.t00003 bn:00093229v
d000.s00284.t00000 bn:00099475a
d000.s00284.t00001 bn:00104589a
d000.s00284.t00002 bn:00095974a
d000.s00284.t00003 bn:00012571n
d000.s00285.t00000 bn:00026887n
d000.s00285.t00001 bn:00046516n
d000.s00285.t00002 bn:00109485a
d000.s00285.t00003 bn:00085471v
d000.s00285.t00004 bn:00086450v
d000.s00285.t00005 bn:00017621n
d000.s00286.t00000 bn:00016191n
d000.s00286.t00001 bn:00071103n
d000.s00286.t00002 bn:00103672a
d000.s00286.t00003 bn:00081593n
d000.s00287.t00000 bn:00109485a
d000.s00287.t00001 bn:00023844n
d000.s00288.t00000 bn:00001533n
d000.s00288.t00001 bn:00011766n
d000.s00288.t00002 bn:00113923a
d000.s00288.t00003 bn:00071103n
d000.s00288.t00004 bn:00086116v
d000.s00288.t00005 bn:00029914n
d000.s00288.t00006 bn:00101358a
d000.s00289.t00000 bn:00085261v
d000.s00289.t00001 bn:00001533n
d000.s00289.t00002 bn:00082705v
d000.s00289.t00003 bn:00001575n
d000.s00289.t00004 bn:00085719v
d000.s00290.t00000 bn:00086391v
d000.s00291.t00000 bn:00083369v
d000.s00291.t00001 bn:00001533n
d000.s00291.t00002 bn:00089060v
d000.s00292.t00000 bn:00051903n
d000.s00293.t00000 bn:00055278n
d000.s00293.t00001 bn:00034788n
d000.s00293.t00002 bn:00028015n
d000.s00293.t00003 bn:00058579n
d000.s00294.t00000 bn:00103672a
d000.s00294.t00001 bn:00057079n
d000.s00294.t00002 bn:00080273n
d000.s00294.t00003 bn:00064608n
d000.s00295.t00000 bn:00031485n
d000.s00295.t00001 bn:00058579n
d000.s00295.t00002 bn:00114626r
d000.s00295.t00003 bn:00047159n
d000.s00295.t00004 bn:00051760n
d000.s00296.t00000 bn:00012214n
d000.s00296.t00001 bn:00067948n
d000.s00296.t00002 bn:00095593v
d000.s00296.t00003 bn:00019735n
d000.s00297.t00000 bn:00001188n
d000.s00297.t00001 bn:00104589a
d000.s00297.t00002 bn:00013838n
d000.s00297.t00003 bn:00060643n
d000.s00298.t00000 bn:00035907n
d000.s00298.t00001 bn:00023782n
d000.s00298.t00002 bn:00086682v
d000.s00298.t00003 bn:00093430v
d000.s00298.t00004 bn:00095593v
d000.s00299.t00000 bn:00043484n
d000.s00299.t00001 bn:00071103n
d000.s00299.t00002 bn:00037565n
d000.s00299.t00003 bn:00095233v
d000.s00300.t00000 bn:00053941n
d000.s00300.t00001 bn:00045750n
d000.s00301.t00000 bn:00002216n
d000.s00301.t00001 bn:00042918n
d000.s00301.t00002 bn:00023774n
d000.s00302.t00000 bn:00023774n
d000.s00303.t00000 bn:00047688n
d000.s00303.t00001 bn:00095777v
d000.s00303.t00002 bn:00085719v
d000.s00303.t00003 bn:00034863n
d000.s00303.t00004 bn:00030861n
d000.s00304.t00000 bn:00091565v
d000.s00304.t00001 bn:00071103n
d000.s00304.t00002 bn:00045750n
d000.s00305.t00000 bn:00088944v
d000.s00306.t00000 bn:00045705n
d000.s00306.t00001 bn:00029051n
d000.s00306.t00002 bn:00029054n
d000.s00307.t00000 bn:00089178v
d000.s00307.t00001 bn:00047741n
d000.s00308.t00000 bn:00035680n
d000.s00309.t00000 bn:00021309n
d000.s00309.t00001 bn:00071103n
d000.s00309.t00002 bn:00019948n
d000.s00309.t00003 bn:00106318a
d000.s00309.t00004 bn:00058061n
d000.s00310.t00000 bn:00085252v
d000.s00310.t00001 bn:00046812n
d000.s00310.t00002 bn:00072895n
d000.s00311.t00000 bn:00116387r
d000.s00311.t00001 bn:00095233v
d000.s00311.t00002 bn:00099598a
d000.s00311.t00003 bn:00045705n
d000.s00311.t00004 bn:00060885n
d000.s00311.t00005 bn:00023774n
d000.s00311.t00006 bn:00114281r
d000.s00311.t00007 bn:00103347a
d000.s00311.t00008 bn:00082762v
d000.s00312.t00000 bn:00093287v
d000.s00312.t00001 bn:00045800n
d000.s00312.t00002 bn:00093229v
d000.s00312.t00003 bn:00048042n
d000.s00313.t00000 bn:00085319v
d000.s00313.t00001 bn:00094053v
d000.s00314.t00000 bn:00041942n
d000.s00314.t00001 bn:00023782n
d000.s00315.t00000 bn:00027510n
d000.s00315.t00001 bn:00015752n
d000.s00315.t00002 bn:00031261n
d000.s00315.t00003 bn:00015784n
d000.s00315.t00004 bn:00019218n
d000.s00315.t00005 bn:00086370v
d000.s00315.t00006 bn:00109507a
d000.s00316.t00000 bn:00014437n
d000.s00316.t00001 bn:00098342a
d000.s00316.t00002 bn:00023774n
d000.s00317.t00000 bn:00085261v
d000.s00317.t00001 bn:00023288n
d000.s00317.t00002 bn:00002179n
d000.s00318.t00000 bn:00005599n
d000.s00319.t00000 bn:00001533n
d000.s00319.t00001 bn:00089240v
d000.s00319.t00002 bn:00013194n
d000.s00319.t00003 bn:00030861n
d000.s00320.t00000 bn:00016191n
d000.s00320.t00001 bn:00013194n
d000.s00321.t00000 bn:00102038a
d000.s00322.t00000 bn:00041948n
d000.s00323.t00000 bn:00103299a
d000.s00323.t00001 bn:00093229v
d000.s00324.t00000 bn:00048548n
d000.s00324.t00001 bn:00080721n
d000.s00324.t00002 bn:00106125a
d000.s00324.t00003 bn:00072895n
d000.s00324.t00004 bn:00082958v
d000.s00324.t00005 bn:00045705n
d000.s00324.t00006 bn:00047612n
d000.s00325.t00000 bn:00007140n
d000.s00325.t00001 bn:00055345n
d000.s00325.t00002 bn:00116326r
d000.s00325.t00003 bn:00114512r
d000.s00325.t00004 bn:00085261v
d000.s00325.t00005 bn:00093430v
d000.s00325.t00006 bn:00031898n
d000.s00326.t00000 bn:00073975n
d000.s00326.t00001 bn:00035680n
d000.s00326.t00002 bn:00045705n
d000.s00326.t00003 bn:00072456n
d000.s00326.t00004 bn:00087441v
d000.s00326.t00005 bn:00069954n
d000.s00327.t00000 bn:00064085n
d000.s00328.t00000 bn:00084385v
d000.s00329.t00000 bn:00069946n
d000.s00329.t00001 bn:00011766n
d000.s00330.t00000 bn:00043484n
d000.s00330.t00001 bn:00071103n
d000.s00330.t00002 bn:00005513n
d000.s00330.t00003 bn:00034046n
d000.s00330.t00004 bn:00026081n
d000.s00331.t00000 bn:00071103n
d000.s00332.t00000 bn:00069946n
d000.s00333.t00000 bn:00027530n
d000.s00334.t00000 bn:00082690v
d000.s00334.t00001 bn:00088096v
d000.s00334.t00002 bn:00022173n
d000.s00335.t00000 bn:00082690v
d000.s00335.t00001 bn:00085261v
d000.s00336.t00000 bn:00082844v
d000.s00337.t00000 bn:00009212n
d000.s00337.t00001 bn:00028934n
d000.s00337.t00002 bn:00082691v
d000.s00337.t00003 bn:00114281r
d000.s00337.t00004 bn:00095233v
d000.s00337.t00005 bn:00064536n
d000.s00338.t00000 bn:00047159n
d000.s00338.t00001 bn:00047741n
d000.s00338.t00002 bn:00030861n
d000.s00338.t00003 bn:00088176v
d000.s00338.t00004 bn:00045705n
d000.s00339.t00000 bn:00021348n
d000.s00340.t00000 bn:00004451n
d000.s00340.t00001 bn:00027624n
d000.s00340.t00002 bn:00082249v
d000.s00341.t00000 bn:00088818v
d000.s00341.t00001 bn:00070537n
d000.s00342.t00000 bn:00114281r
d000.s00342.t00001 bn:00076677n
d000.s00342.t00002 bn:00023778n
d000.s00343.t00000 bn:00030815n
d000.s00343.t00001 bn:00001533n
d000.s00344.t00000 bn:00042759n
d000.s00344.t00001 bn:00010217n
d000.s00344.t00002 bn:00040864n
d000.s00344.t00003 bn:00016191n
d000.s00344.t00004 bn:00082844v
d000.s00344.t00005 bn:00091565v
d000.s00344.t00006 bn:00056487n
d000.s00344.t00007 bn:00011081n
d000.s00344.t00008 bn:00014437n
d000.s00344.t00009 bn:00089407v
d000.s00345.t00000 bn:00093287v
d000.s00345.t00001 bn:00082668v
d000.s00345.t00002 bn:00071103n
d000.s00346.t00000 bn:00071103n
d000.s00346.t00001 bn:00086682v
d000.s00346.t00002 bn:00095233v
d000.s00347.t00000 bn:00086625v
d000.s00347.t00001 bn:00029416n
d000.s00348.t00000 bn:00107267a
d000.s00348.t00001 bn:00105033a
d000.s00349.t00000 bn:00083185v
d000.s00349.t00001 bn:00033729n
d000.s00349.t00002 bn:00046516n
d000.s00350.t00000 bn:00030815n
d000.s00351.t00000 bn:00009212n
d000.s00351.t00001 bn:00092413v
d000.s00351.t00002 bn:00046282n
d000.s00351.t00003 bn:00086418v
d000.s00351.t00004 bn:00031653n
d000.s00351.t00005 bn:00023774n
d000.s00352.t00000 bn:00090321v
d000.s00352.t00001 bn:00043484n
d000.s00352.t00002 bn:00098660a
d000.s00352.t00003 bn:00006808n
d000.s00352.t00004 bn:00003895n
d000.s00352.t00005 bn:00069946n
d000.s00353.t00000 bn:00116052r
d000.s00353.t00001 bn:00069946n
d000.s00353.t00002 bn:00071103n
d000.s00354.t00000 bn:00094934v
d000.s00355.t00000 bn:00007517n
d000.s00356.t00000 bn:00017234n
d000.s00356.t00001 bn:00083294v
d000.s00357.t00000 bn:00032661n
d000.s00357.t00001 bn:00085565v
d000.s00358.t00000 bn:00073999n
d000.s00358.t00001 bn:00087704v
d000.s00358.t00002 bn:00092837v
d000.s00359.t00000 bn:00082846v
d000.s00359.t00001 bn:00114626r
d000.s00359.t00002 bn:00031896n
d000.s00359.t00003 bn:00029424n
d000.s00360.t00000 bn:00103223a
d000.s00360.t00001 bn:00000937n
d000.s00360.t00002 bn:00017234n
d000.s00361.t00000 bn:00031896n
d000.s00361.t00001 bn:00075761n
d000.s00362.t00000 bn:00082272v
d000.s00362.t00001 bn:00034394n
d000.s00362.t00002 bn:00093573v
d000.s00363.t00000 bn:00101973a
d000.s00363.t00001 bn:00076834n
d000.s00363.t00002 bn:00028013n
d000.s00364.t00000 bn:00000639n
d000.s00364.t00001 bn:00046406n
d000.s00364.t00002 bn:00103223a
d000.s00364.t00003 bn:00031285n
d000.s00364.t00004 bn:00117048r
d000.s00364.t00005 bn:00082954v
d000.s00364.t00006 bn:00067157n
d000.s00364.t00007 bn:00098485a
d000.s00364.t00008 bn:00107110a
d000.s00364.t00009 bn:00082733v
d000.s00365.t00000 bn:00083184v
d000.s00365.t00001 bn:00029424n
d000.s00366.t00000 bn:00115635r
d000.s00366.t00001 bn:00076834n
d000.s00366.t00002 bn:00028013n
d000.s00366.t00003 bn:00102440a
d000.s00366.t00004 bn:00082214v
d000.s00366.t00005 bn:00072566n
d000.s00366.t00006 bn:00115192r
d000.s00367.t00000 bn:00001816n
d000.s00367.t00001 bn:00006329n
d000.s00367.t00002 bn:00047077n
d000.s00367.t00003 bn:00009633n
d000.s00367.t00004 bn:00063351n
d000.s00367.t00005 bn:00075761n
d000.s00367.t00006 bn:00031896n
d000.s00368.t00000 bn:00069666n
d000.s00368.t00001 bn:00002086n
d000.s00368.t00002 bn:00057443n
d000.s00368.t00003 bn:00092103v
d000.s00368.t00004 bn:00006329n
d000.s00368.t00005 bn:00001816n
d000.s00369.t00000 bn:00048655n
d000.s00369.t00001 bn:00034394n
d000.s00369.t00002 bn:00102589a
d000.s00370.t00000 bn:00000639n
d000.s00370.t00001 bn:00032655n
d000.s00370.t00002 bn:00099655a
d000.s00370.t00003 bn:00031337n
d000.s00371.t00000 bn:00083834v
d000.s00371.t00001 bn:00099655a
d000.s00371.t00002 bn:00061450n
d000.s00371.t00003 bn:00031896n
d000.s00371.t00004 bn:00102440a
d000.s00371.t00005 bn:00026498n
d000.s00372.t00000 bn:00102440a
d000.s00372.t00001 bn:00009635n
d000.s00372.t00002 bn:00089384v
d000.s00373.t00000 bn:00114079r
d000.s00373.t00001 bn:00081711n
d000.s00373.t00002 bn:00102440a
d000.s00373.t00003 bn:00009635n
d000.s00373.t00004 bn:00065090n
d000.s00373.t00005 bn:00061931n
d000.s00373.t00006 bn:00117048r
d000.s00373.t00007 bn:00019384n
d000.s00373.t00008 bn:00031896n
d000.s00373.t00009 bn:00066933n
d000.s00374.t00000 bn:00102440a
d000.s00374.t00001 bn:00083141v
d000.s00374.t00002 bn:00035772n
d000.s00374.t00003 bn:00082199v
d000.s00374.t00004 bn:00021250n
d000.s00374.t00005 bn:00088013v
d000.s00375.t00000 bn:00115147r
d000.s00375.t00001 bn:00102589a
d000.s00375.t00002 bn:00093287v
d000.s00375.t00003 bn:00102440a
d000.s00375.t00004 bn:00019384n
d000.s00375.t00005 bn:00008279n
d000.s00376.t00000 bn:00000994n
d000.s00376.t00001 bn:00048655n
d000.s00376.t00002 bn:00031025n
d000.s00377.t00000 bn:00017234n
d000.s00377.t00001 bn:00114079r
d000.s00377.t00002 bn:00007287n
d000.s00377.t00003 bn:00107267a
d000.s00377.t00004 bn:00023236n
d000.s00377.t00005 bn:00001816n
d000.s00377.t00006 bn:00006329n
d000.s00377.t00007 bn:00021961n
d000.s00378.t00000 bn:00034394n
d000.s00378.t00001 bn:00071059n
d000.s00378.t00002 bn:00006383n
d000.s00378.t00003 bn:00064192n
d000.s00379.t00000 bn:00027022n
d000.s00379.t00001 bn:00107787a
d000.s00379.t00002 bn:00005516n
d000.s00380.t00000 bn:00045161n
d000.s00380.t00001 bn:00019281n
d000.s00380.t00002 bn:00002725n
d000.s00380.t00003 bn:00075761n
d000.s00381.t00000 bn:00076834n
d000.s00381.t00001 bn:00017234n
d000.s00381.t00002 bn:00114079r
d000.s00381.t00003 bn:00007287n
d000.s00381.t00004 bn:00031896n
d000.s00381.t00005 bn:00003341n
d000.s00382.t00000 bn:00046516n
d000.s00382.t00001 bn:00114079r
d000.s00382.t00002 bn:00090485v
d000.s00382.t00003 bn:00066933n
d000.s00382.t00004 bn:00041881n
d000.s00382.t00005 bn:00048668n
d000.s00382.t00006 bn:00055860n
d000.s00382.t00007 bn:00105294a
d000.s00383.t00000 bn:00114626r
d000.s00383.t00001 bn:00064192n
d000.s00383.t00002 bn:00036376n
d000.s00384.t00000 bn:00082868v
d000.s00384.t00001 bn:00006382n
d000.s00384.t00002 bn:00061984n
d000.s00385.t00000 bn:00083183v
d000.s00385.t00001 bn:00089083v
d000.s00385.t00002 bn:00056957n
d000.s00385.t00003 bn:00027686n
d000.s00385.t00004 bn:00085647v
d000.s00385.t00005 bn:00087793v
d000.s00385.t00006 bn:00001755n
d000.s00385.t00007 bn:00110842a
d000.s00385.t00008 bn:00072727n
d000.s00386.t00000 bn:00047043n
d000.s00386.t00001 bn:00003268n
d000.s00386.t00002 bn:00031896n
d000.s00387.t00000 bn:00108531a
d000.s00387.t00001 bn:00074033n
d000.s00387.t00002 bn:00058174n
d000.s00387.t00003 bn:00023236n
d000.s00387.t00004 bn:00040292n
d000.s00387.t00005 bn:00115235r
d000.s00387.t00006 bn:00040198n
d000.s00387.t00007 bn:00009635n
d000.s00387.t00008 bn:00028013n
d000.s00388.t00000 bn:00000488n
d000.s00388.t00001 bn:00085647v
d000.s00388.t00002 bn:00105294a
d000.s00388.t00003 bn:00103223a
d000.s00389.t00000 bn:00105294a
d000.s00389.t00001 bn:00021248n
d000.s00390.t00000 bn:00023236n
d000.s00390.t00001 bn:00104384a
d000.s00390.t00002 bn:00059480n
d000.s00390.t00003 bn:00076834n
d000.s00390.t00004 bn:00048655n
d000.s00390.t00005 bn:00114234r
d000.s00390.t00006 bn:00021959n
d000.s00391.t00000 bn:00045632n
d000.s00391.t00001 bn:00064104n
d000.s00392.t00000 bn:00114234r
d000.s00393.t00000 bn:00083184v
d000.s00393.t00001 bn:00048655n
d000.s00393.t00002 bn:00105294a
d000.s00394.t00000 bn:00000488n
d000.s00394.t00001 bn:00108880a
d000.s00394.t00002 bn:00041881n
d000.s00394.t00003 bn:00048654n
d000.s00395.t00000 bn:00056957n
d000.s00395.t00001 bn:00026146n
d000.s00396.t00000 bn:00030844n
d000.s00396.t00001 bn:00063351n
d000.s00396.t00002 bn:00026103n
d000.s00396.t00003 bn:00041942n
d000.s00396.t00004 bn:00063703n
d000.s00396.t00005 bn:00000937n
d000.s00396.t00006 bn:00089240v
d000.s00396.t00007 bn:00021961n
d000.s00397.t00000 bn:00007011n
d000.s00397.t00001 bn:00047082n
d000.s00397.t00002 bn:00085404v
d000.s00397.t00003 bn:00082304v
d000.s00397.t00004 bn:00046566n
d000.s00397.t00005 bn:00001965n
d000.s00397.t00006 bn:00063330n
d000.s00397.t00007 bn:00099030a
d000.s00397.t00008 bn:00031641n
d000.s00397.t00009 bn:00048655n
d000.s00397.t00010 bn:00082712v
d000.s00398.t00000 bn:00064536n
d000.s00398.t00001 bn:00031709n
d000.s00398.t00002 bn:00058008n
d000.s00399.t00000 bn:00114297r
d000.s00399.t00001 bn:00058008n
d000.s00399.t00002 bn:00084769v
d000.s00399.t00003 bn:00107267a
d000.s00400.t00000 bn:00107787a
d000.s00400.t00001 bn:00033729n
d000.s00400.t00002 bn:00021248n
d000.s00400.t00003 bn:00045800n
d000.s00400.t00004 bn:00071869n
d000.s00400.t00005 bn:00049573n
d000.s00401.t00000 bn:00061605n
d000.s00401.t00001 bn:00048655n
d000.s00401.t00002 bn:00036202n
d000.s00402.t00000 bn:00023236n
d000.s00402.t00001 bn:00107786a
d000.s00402.t00002 bn:00048655n
d000.s00402.t00003 bn:00107267a
d000.s00402.t00004 bn:00071869n
d000.s00403.t00000 bn:00083181v
d000.s00403.t00001 bn:00064536n
d000.s00403.t00002 bn:00049573n
d000.s00403.t00003 bn:00007293n
d000.s00404.t00000 bn:00077268n
d000.s00404.t00001 bn:00048668n
d000.s00404.t00002 bn:00093452v
d000.s00404.t00003 bn:00048655n
d000.s00405.t00000 bn:00051857n
d000.s00405.t00001 bn:00048655n
d000.s00405.t00002 bn:00055860n
d000.s00406.t00000 bn:00085647v
d000.s00406.t00001 bn:00051857n
d000.s00406.t00002 bn:00083181v
d000.s00406.t00003 bn:00063330n
