d000.s00000.t00000 bn:00058442n
d000.s00733.t00000 bn:00022157n
d000.s00734.t00000 bn:00075103n
d000.s00735.t00000 bn:00075335n
d000.s00736.t00000 bn:00075373n
d000.s00737.t00000 bn:00075373n
d000.s00738.t00000 bn:00056911n
d000.s00739.t00000 bn:00075813n
d000.s00740.t00000 bn:00062020n
d000.s00741.t00000 bn:00020602n
d000.s00742.t00000 bn:00076921n
d000.s00743.t00000 bn:00077086n
d000.s00744.t00000 bn:00077377n
d000.s00745.t00000 bn:00077846n
d000.s00746.t00000 bn:00066028n
d000.s00747.t00000 bn:00060423n
d000.s00748.t00000 bn:00078468n
d000.s00749.t00000 bn:00078468n
d000.s00750.t00000 bn:00078467n
d000.s00751.t00000 bn:00078606n
d000.s00752.t00000 bn:00078734n
d000.s00753.t00000 bn:00079430n
d000.s00754.t00000 bn:00080386n
d000.s00755.t00000 bn:00080386n
d000.s00756.t00000 bn:00005704n
d000.s00757.t00000 bn:00062309n
d000.s00758.t00000 bn:00062309n
d000.s00759.t00000 bn:00062309n
d000.s00760.t00000 bn:00062309n
d000.s00761.t00000 bn:00061736n
d000.s00762.t00000 bn:00045824n
d000.s00763.t00000 bn:00017748n
d000.s00764.t00000 bn:00057018n
d000.s00765.t00000 bn:00018032n
d000.s00766.t00000 bn:00046224n
d000.s00767.t00000 bn:00061549n
d000.s00768.t00000 bn:00059104n
d000.s00769.t00000 bn:00059104n
d000.s00770.t00000 bn:00059104n
d000.s00771.t00000 bn:00047382n
d000.s00772.t00000 bn:00029413n
d000.s00773.t00000 bn:00045200n
d000.s00774.t00000 bn:00045200n
d000.s00775.t00000 bn:00019951n
d000.s00776.t00000 bn:00026036n
d000.s00777.t00000 bn:00029882n
d000.s00778.t00000 bn:00029882n
d000.s00779.t00000 bn:00067370n
d000.s00780.t00000 bn:00051969n
d000.s00781.t00000 bn:00029871n
d000.s00782.t00000 bn:00029871n
d000.s00783.t00000 bn:00020730n
d000.s00784.t00000 bn:00042149n
d000.s00785.t00000 bn:00032601n
d000.s00786.t00000 bn:00006386n
d000.s00787.t00000 bn:00006386n
d000.s00788.t00000 bn:00025211n
d000.s00789.t00000 bn:00025211n
d000.s00790.t00000 bn:00025211n
d000.s00791.t00000 bn:00040714n
d000.s00792.t00000 bn:00073349n
d000.s00793.t00000 bn:00007064n
d000.s00794.t00000 bn:00001766n
d000.s00795.t00000 bn:00001766n
d000.s00796.t00000 bn:00001766n
d000.s00797.t00000 bn:00011436n
d000.s00798.t00000 bn:00027496n
d000.s00799.t00000 bn:00020194n
d000.s00800.t00000 bn:00020194n
d000.s00801.t00000 bn:00020194n
d000.s00802.t00000 bn:00025929n
d000.s00803.t00000 bn:00029902n
d000.s00804.t00000 bn:00027040n
d000.s00805.t00000 bn:00042969n
d000.s00806.t00000 bn:00021767n
d000.s00807.t00000 bn:00047530n
d000.s00808.t00000 bn:00075107n
d000.s00809.t00000 bn:00034898n
d000.s00810.t00000 bn:00065110n
d000.s00811.t00000 bn:00031735n
d000.s00812.t00000 bn:00065538n
d000.s00813.t00000 bn:00002187n
d000.s00814.t00000 bn:00079901n
d000.s00815.t00000 bn:00014731n
d000.s00816.t00000 bn:00017672n
d000.s00817.t00000 bn:00022028n
d000.s00818.t00000 bn:00045183n
d000.s00819.t00000 bn:00027022n
d000.s00820.t00000 bn:00027422n
d000.s00821.t00000 bn:00027862n
d000.s00822.t00000 bn:00027862n
d000.s00823.t00000 bn:00010523n
d000.s00824.t00000 bn:00046588n
d000.s00825.t00000 bn:00027503n
d000.s00826.t00000 bn:00027503n
d000.s00827.t00000 bn:00017363n
d000.s00828.t00000 bn:00064069n
d000.s00829.t00000 bn:00028426n
d000.s00830.t00000 bn:00046184n
d000.s00831.t00000 bn:00046184n
d000.s00832.t00000 bn:00073219n
d000.s00833.t00000 bn:00073219n
d000.s00834.t00000 bn:00061762n
d000.s00835.t00000 bn:00071695n
d000.s00836.t00000 bn:00021383n
d000.s00837.t00000 bn:00066931n
d000.s00838.t00000 bn:00002085n
d000.s00839.t00000 bn:00002085n
d000.s00840.t00000 bn:00073545n
d000.s00841.t00000 bn:00031727n
d000.s00842.t00000 bn:00000782n
d000.s00843.t00000 bn:00000782n
d000.s00844.t00000 bn:00026530n
d000.s00845.t00000 bn:00063592n
d000.s00846.t00000 bn:00063592n
d000.s00847.t00000 bn:00029873n
d000.s00848.t00000 bn:00030293n
d000.s00849.t00000 bn:00013130n
d000.s00850.t00000 bn:00013130n
d000.s00851.t00000 bn:00013130n
d000.s00852.t00000 bn:00013130n
d000.s00853.t00000 bn:00030439n
d000.s00854.t00000 bn:00079466n
d000.s00855.t00000 bn:00079466n
d000.s00856.t00000 bn:00041632n
d000.s00857.t00000 bn:00036349n
d000.s00858.t00000 bn:00021946n
d000.s00859.t00000 bn:00046031n
d000.s00860.t00000 bn:00022884n
d000.s00861.t00000 bn:00037094n
d000.s00862.t00000 bn:00026651n
d000.s00863.t00000 bn:00071715n
d000.s00864.t00000 bn:00071715n
d000.s00865.t00000 bn:00044654n
d000.s00866.t00000 bn:00047017n
d000.s00867.t00000 bn:00047017n
d000.s00868.t00000 bn:00064525n
d000.s00869.t00000 bn:00056956n
d000.s00870.t00000 bn:00056956n
d000.s00871.t00000 bn:00046830n
d000.s00872.t00000 bn:00027103n
d000.s00873.t00000 bn:00027103n
d000.s00874.t00000 bn:00045179n
d000.s00875.t00000 bn:00075460n
d000.s00876.t00000 bn:00064752n
d000.s00877.t00000 bn:00027365n
d000.s00878.t00000 bn:00068037n
d000.s00879.t00000 bn:00026498n
d000.s00880.t00000 bn:00033729n
d000.s00881.t00000 bn:00033729n
d000.s00882.t00000 bn:00033729n
d000.s00883.t00000 bn:00033729n
d000.s00884.t00000 bn:00033729n
d000.s00885.t00000 bn:00074759n
d000.s00886.t00000 bn:00074759n
d000.s00887.t00000 bn:00032592n
d000.s00888.t00000 bn:00041286n
d000.s00889.t00000 bn:00041286n
d000.s00890.t00000 bn:00005194n
d000.s00891.t00000 bn:00026551n
d000.s00892.t00000 bn:00045230n
d000.s00893.t00000 bn:00076740n
d000.s00894.t00000 bn:00072357n
d000.s00895.t00000 bn:00072357n
d000.s00896.t00000 bn:00072146n
d000.s00897.t00000 bn:00011174n
d000.s00898.t00000 bn:00020726n
d000.s00899.t00000 bn:00070821n
d000.s00900.t00000 bn:00080185n
d000.s00901.t00000 bn:00065703n
d000.s00902.t00000 bn:00077554n
d000.s00903.t00000 bn:00065539n
d000.s00904.t00000 bn:00065539n
d000.s00905.t00000 bn:00047044n
d000.s00906.t00000 bn:00010589n
d000.s00907.t00000 bn:00009380n
d000.s00908.t00000 bn:00037634n
d000.s00909.t00000 bn:00029621n
d000.s00910.t00000 bn:00031061n
d000.s00911.t00000 bn:00020535n
d000.s00912.t00000 bn:00020535n
d000.s00913.t00000 bn:00018392n
d000.s00914.t00000 bn:00080493n
d000.s00915.t00000 bn:00013123n
d000.s00916.t00000 bn:00070513n
d000.s00917.t00000 bn:00070513n
d000.s00918.t00000 bn:00043467n
d000.s00919.t00000 bn:00055604n
d000.s00920.t00000 bn:00074615n
d000.s00921.t00000 bn:00007767n
d000.s00922.t00000 bn:00030810n
d000.s00923.t00000 bn:00046047n
d000.s00924.t00000 bn:00035769n
d000.s00925.t00000 bn:00035769n
d000.s00926.t00000 bn:00035769n
d000.s00927.t00000 bn:00030821n
d000.s00928.t00000 bn:00027790n
d000.s00929.t00000 bn:00034115n
d000.s00930.t00000 bn:00022143n
d000.s00931.t00000 bn:00029161n
d000.s00932.t00000 bn:00033758n
d000.s00933.t00000 bn:00043114n
d000.s00934.t00000 bn:00025683n
d000.s00935.t00000 bn:00027154n
d000.s00936.t00000 bn:00021751n
d000.s00937.t00000 bn:00041249n
d000.s00938.t00000 bn:00063704n
d000.s00939.t00000 bn:00021398n
d000.s00940.t00000 bn:00032451n
d000.s00941.t00000 bn:00007048n
d000.s00942.t00000 bn:00019948n
d000.s00943.t00000 bn:00050431n
d000.s00944.t00000 bn:00052757n
d000.s00945.t00000 bn:00027153n
d000.s00946.t00000 bn:00017624n
d000.s00947.t00000 bn:00032113n
d000.s00948.t00000 bn:00025965n
d000.s00949.t00000 bn:00025965n
d000.s00950.t00000 bn:00025965n
d000.s00951.t00000 bn:00064640n
d000.s00952.t00000 bn:00052148n
d000.s00953.t00000 bn:00013768n
d000.s00954.t00000 bn:00047042n
d000.s00955.t00000 bn:00015413n
d000.s00956.t00000 bn:00065552n
d000.s00957.t00000 bn:00000718n
d000.s00958.t00000 bn:00044138n
d000.s00959.t00000 bn:00000517n
d000.s00960.t00000 bn:00022777n
d000.s00961.t00000 bn:00066743n
d000.s00962.t00000 bn:00034394n
d000.s00963.t00000 bn:00034394n
d000.s00964.t00000 bn:00034394n
d000.s00965.t00000 bn:00013767n
d000.s00966.t00000 bn:00055209n
d000.s00967.t00000 bn:00023361n
d000.s00968.t00000 bn:00012419n
d000.s00969.t00000 bn:00012419n
d000.s00970.t00000 bn:00003268n
d000.s00971.t00000 bn:00003268n
d000.s00972.t00000 bn:00003268n
d000.s00973.t00000 bn:00050662n
d000.s00974.t00000 bn:00027749n
d000.s00975.t00000 bn:00027749n
d000.s00976.t00000 bn:00030330n
d000.s00977.t00000 bn:00003142n
d000.s00978.t00000 bn:00026421n
d000.s00979.t00000 bn:00025827n
d000.s00980.t00000 bn:00025827n
d000.s00981.t00000 bn:00025827n
d000.s00982.t00000 bn:00075248n
d000.s00983.t00000 bn:00079509n
d000.s00984.t00000 bn:00026127n
d000.s00985.t00000 bn:00041061n
d000.s00986.t00000 bn:00022996n
d000.s00987.t00000 bn:00036822n
d000.s00988.t00000 bn:00036836n
d000.s00989.t00000 bn:00002154n
d000.s00990.t00000 bn:00066595n
d000.s00991.t00000 bn:00066595n
d000.s00992.t00000 bn:00001559n
d000.s00993.t00000 bn:00050340n
d000.s00994.t00000 bn:00029747n
d000.s00995.t00000 bn:00001595n
d000.s00996.t00000 bn:00051252n
d000.s00997.t00000 bn:00007506n
d000.s00998.t00000 bn:00026416n
d000.s00999.t00000 bn:00026416n
d000.s01000.t00000 bn:00022997n
d000.s01001.t00000 bn:00022997n
d000.s01002.t00000 bn:00028632n
d000.s01003.t00000 bn:00080083n
d000.s01004.t00000 bn:00046143n
d000.s01005.t00000 bn:00067807n
d000.s01006.t00000 bn:00067807n
d000.s01007.t00000 bn:00032156n
d000.s01008.t00000 bn:00019407n
d000.s01009.t00000 bn:00063940n
d000.s01010.t00000 bn:00047079n
d000.s01011.t00000 bn:00077632n
d000.s01012.t00000 bn:00046693n
d000.s01013.t00000 bn:00041430n
d000.s01014.t00000 bn:00041430n
d000.s01015.t00000 bn:00041430n
d000.s01016.t00000 bn:00029175n
d000.s01017.t00000 bn:00007293n
d000.s01018.t00000 bn:00022819n
d000.s01019.t00000 bn:00029888n
d000.s01020.t00000 bn:00015418n
d000.s01021.t00000 bn:00029089n
d000.s01022.t00000 bn:00045202n
d000.s01023.t00000 bn:00061014n
d000.s01024.t00000 bn:00011744n
d000.s01025.t00000 bn:00003882n
d000.s01026.t00000 bn:00011746n
d000.s01027.t00000 bn:00014512n
d000.s01028.t00000 bn:00014512n
d000.s01029.t00000 bn:00014512n
d000.s01030.t00000 bn:00044151n
d000.s01031.t00000 bn:00024643n
d000.s01032.t00000 bn:00059100n
d000.s01033.t00000 bn:00015144n
d000.s01034.t00000 bn:00042528n
d000.s01035.t00000 bn:00042526n
d000.s01036.t00000 bn:00056133n
d000.s01037.t00000 bn:00036854n
d000.s01038.t00000 bn:00001386n
d000.s01039.t00000 bn:00002067n
d000.s01040.t00000 bn:00004471n
d000.s01041.t00000 bn:00056136n
d000.s01042.t00000 bn:00056135n
d000.s01043.t00000 bn:00049083n
d000.s01044.t00000 bn:00043383n
d000.s01045.t00000 bn:00011346n
d000.s01046.t00000 bn:00011346n
d000.s01047.t00000 bn:00076312n
d000.s01048.t00000 bn:00075785n
d000.s01049.t00000 bn:00072778n
d000.s01050.t00000 bn:00002830n
d000.s01051.t00000 bn:00081753n
d000.s01052.t00000 bn:00081794n
d000.s01053.t00000 bn:00067716n
d000.s01054.t00000 bn:00073288n
d000.s01055.t00000 bn:00075689n
d000.s01056.t00000 bn:00013748n
d000.s01057.t00000 bn:00079460n
d000.s01058.t00000 bn:00079460n
d000.s01059.t00000 bn:00008124n
d000.s01060.t00000 bn:00001337n
d000.s01061.t00000 bn:00015784n
d000.s01062.t00000 bn:00069485n
d000.s01063.t00000 bn:00017395n
d000.s01064.t00000 bn:00017395n
d000.s01065.t00000 bn:00071377n
d000.s01066.t00000 bn:00005791n
d000.s01067.t00000 bn:00012950n
d000.s01068.t00000 bn:00009800n
d000.s01069.t00000 bn:00009800n
d000.s01070.t00000 bn:00009800n
d000.s01071.t00000 bn:00007727n
d000.s01072.t00000 bn:00005913n
d000.s01073.t00000 bn:00005913n
d000.s01074.t00000 bn:00049960n
d000.s01075.t00000 bn:00035679n
d000.s01076.t00000 bn:00035679n
d000.s01077.t00000 bn:00042759n
d000.s01078.t00000 bn:00034565n
d000.s01079.t00000 bn:00027175n
d000.s01080.t00000 bn:00032600n
d000.s01081.t00000 bn:00032600n
d000.s01082.t00000 bn:00068498n
d000.s01083.t00000 bn:00012681n
d000.s01084.t00000 bn:00051846n
d000.s01085.t00000 bn:00050375n
d000.s01086.t00000 bn:00001195n
d000.s01087.t00000 bn:00001195n
d000.s01088.t00000 bn:00046765n
d000.s01089.t00000 bn:00045979n
d000.s01090.t00000 bn:00045979n
d000.s01091.t00000 bn:00042442n
d000.s01092.t00000 bn:00043604n
d000.s01093.t00000 bn:00033647n
d000.s01094.t00000 bn:00012842n
d000.s01095.t00000 bn:00005928n
d000.s01096.t00000 bn:00005928n
d000.s01097.t00000 bn:00017182n
d000.s01098.t00000 bn:00029890n
d000.s01099.t00000 bn:00029683n
d000.s01100.t00000 bn:00023623n
d000.s01101.t00000 bn:00023623n
d000.s01102.t00000 bn:00007023n
d000.s01103.t00000 bn:00054301n
d000.s01104.t00000 bn:00047021n
d000.s01105.t00000 bn:00070494n
d000.s01106.t00000 bn:00070506n
d000.s01107.t00000 bn:00007120n
d000.s01108.t00000 bn:00072761n
d000.s01109.t00000 bn:00075761n
d000.s01110.t00000 bn:00075761n
d000.s01111.t00000 bn:00021496n
d000.s01112.t00000 bn:00022334n
d000.s01113.t00000 bn:00022334n
d000.s01114.t00000 bn:00022334n
d000.s01115.t00000 bn:00042403n
d000.s01116.t00000 bn:00043821n
d000.s01117.t00000 bn:00031018n
d000.s01118.t00000 bn:00021556n
d000.s01119.t00000 bn:00001734n
d000.s01120.t00000 bn:00021951n
d000.s01121.t00000 bn:00007498n
d000.s01122.t00000 bn:00070497n
d000.s01123.t00000 bn:00070497n
d000.s01124.t00000 bn:00070497n
d000.s01125.t00000 bn:00070497n
d000.s01126.t00000 bn:00007499n
d000.s01127.t00000 bn:00047077n
d000.s01128.t00000 bn:00021788n
d000.s01129.t00000 bn:00019934n
d000.s01130.t00000 bn:00019934n
d000.s01131.t00000 bn:00053964n
d000.s01132.t00000 bn:00064527n
d000.s01133.t00000 bn:00064527n
d000.s01134.t00000 bn:00058511n
d000.s01135.t00000 bn:00058511n
d000.s01136.t00000 bn:00058511n
d000.s01137.t00000 bn:00003896n
d000.s01138.t00000 bn:00031337n
d000.s01139.t00000 bn:00017362n
d000.s01140.t00000 bn:00006565n
d000.s01141.t00000 bn:00046384n
d000.s01142.t00000 bn:00028661n
d000.s01143.t00000 bn:00007026n
d000.s01144.t00000 bn:00017153n
d000.s01145.t00000 bn:00002590n
d000.s01146.t00000 bn:00030375n
d000.s01147.t00000 bn:00033966n
d000.s01148.t00000 bn:00001714n
d000.s01149.t00000 bn:00058653n
d000.s01150.t00000 bn:00042275n
d000.s01151.t00000 bn:00042275n
d000.s01152.t00000 bn:00027739n
d000.s01153.t00000 bn:00033964n
d000.s01154.t00000 bn:00033964n
d000.s01155.t00000 bn:00033964n
d000.s01156.t00000 bn:00033965n
d000.s01157.t00000 bn:00060182n
d000.s01158.t00000 bn:00020536n
d000.s01159.t00000 bn:00020536n
d000.s01160.t00000 bn:00005863n
d000.s01161.t00000 bn:00023868n
d000.s01162.t00000 bn:00006299n
d000.s01163.t00000 bn:00006299n
d000.s01164.t00000 bn:00041241n
d000.s01165.t00000 bn:00022249n
d000.s01166.t00000 bn:00024608n
d000.s01167.t00000 bn:00023619n
d000.s01168.t00000 bn:00074791n
d000.s01169.t00000 bn:00032306n
d000.s01170.t00000 bn:00032306n
d000.s01171.t00000 bn:00066478n
d000.s01172.t00000 bn:00045818n
d000.s01173.t00000 bn:00045818n
d000.s01174.t00000 bn:00045825n
d000.s01175.t00000 bn:00045825n
d000.s01176.t00000 bn:00045825n
d000.s01177.t00000 bn:00075653n
d000.s01178.t00000 bn:00047199n
d000.s01179.t00000 bn:00047199n
d000.s01180.t00000 bn:00080106n
d000.s01181.t00000 bn:00077029n
d000.s01182.t00000 bn:00054144n
d000.s01183.t00000 bn:00025693n
d000.s01184.t00000 bn:00018660n
d000.s01185.t00000 bn:00003132n
d000.s01186.t00000 bn:00003132n
d000.s01187.t00000 bn:00003132n
d000.s01188.t00000 bn:00059099n
d000.s01189.t00000 bn:00064430n
d000.s01190.t00000 bn:00048986n
d000.s01191.t00000 bn:00002088n
d000.s01192.t00000 bn:00032310n
d000.s01193.t00000 bn:00032310n
d000.s01194.t00000 bn:00076647n
d000.s01195.t00000 bn:00005164n
d000.s01196.t00000 bn:00005134n
d000.s01197.t00000 bn:00021432n
d000.s01198.t00000 bn:00021432n
d000.s01199.t00000 bn:00046332n
d000.s01200.t00000 bn:00066411n
d000.s01201.t00000 bn:00066411n
d000.s01202.t00000 bn:00066418n
d000.s01203.t00000 bn:00066418n
d000.s01204.t00000 bn:00052122n
d000.s01205.t00000 bn:00047690n
d000.s01206.t00000 bn:00047690n
d000.s01207.t00000 bn:00047688n
d000.s01208.t00000 bn:00047688n
d000.s01209.t00000 bn:00032654n
d000.s01210.t00000 bn:00016404n
d000.s01211.t00000 bn:00066444n
d000.s01212.t00000 bn:00032099n
d000.s01213.t00000 bn:00032099n
d000.s01214.t00000 bn:00032118n
d000.s01215.t00000 bn:00032118n
d000.s01216.t00000 bn:00032045n
d000.s01217.t00000 bn:00020446n
d000.s01218.t00000 bn:00026047n
d000.s01219.t00000 bn:00021558n
d000.s01220.t00000 bn:00021558n
d000.s01221.t00000 bn:00013941n
d000.s01222.t00000 bn:00045800n
d000.s01223.t00000 bn:00045800n
d000.s01224.t00000 bn:00056423n
d000.s01225.t00000 bn:00021584n
d000.s01226.t00000 bn:00021584n
d000.s01227.t00000 bn:00068479n
d000.s01228.t00000 bn:00029773n
d000.s01229.t00000 bn:00029773n
d000.s01230.t00000 bn:00029773n
d000.s01231.t00000 bn:00074831n
d000.s01232.t00000 bn:00055446n
d000.s01233.t00000 bn:00066933n
d000.s01234.t00000 bn:00035963n
d000.s01235.t00000 bn:00035963n
d000.s01236.t00000 bn:00017747n
d000.s01237.t00000 bn:00017747n
d000.s01238.t00000 bn:00017761n
d000.s01239.t00000 bn:00017761n
d000.s01240.t00000 bn:00006382n
d000.s01241.t00000 bn:00071435n
d000.s01242.t00000 bn:00071435n
d000.s01243.t00000 bn:00076589n
d000.s01244.t00000 bn:00079508n
d000.s01245.t00000 bn:00026354n
d000.s01246.t00000 bn:00053827n
d000.s01247.t00000 bn:00056285n
d000.s01248.t00000 bn:00063213n
d000.s01249.t00000 bn:00027912n
d000.s01250.t00000 bn:00027912n
d000.s01251.t00000 bn:00030722n
d000.s01252.t00000 bn:00030722n
d000.s01253.t00000 bn:00021394n
d000.s01254.t00000 bn:00021394n
d000.s01255.t00000 bn:00081136n
d000.s01256.t00000 bn:00021369n
d000.s01257.t00000 bn:00045324n
d000.s01258.t00000 bn:00064428n
d000.s01259.t00000 bn:00050251n
d000.s01260.t00000 bn:00064429n
d000.s01261.t00000 bn:00045632n
d000.s01262.t00000 bn:00036197n
d000.s01263.t00000 bn:00021869n
d000.s01264.t00000 bn:00006559n
d000.s01265.t00000 bn:00064181n
d000.s01266.t00000 bn:00026105n
d000.s01267.t00000 bn:00026105n
d000.s01268.t00000 bn:00055272n
d000.s01269.t00000 bn:00033616n
d000.s01270.t00000 bn:00026095n
d000.s01271.t00000 bn:00040368n
d000.s01272.t00000 bn:00062759n
d000.s01273.t00000 bn:00004956n
d000.s01274.t00000 bn:00037620n
d000.s01275.t00000 bn:00075251n
d000.s01276.t00000 bn:00063329n
d000.s01277.t00000 bn:00063329n
d000.s01278.t00000 bn:00007975n
d000.s01279.t00000 bn:00037187n
d000.s01280.t00000 bn:00034385n
d000.s01281.t00000 bn:00081989n
d000.s01282.t00000 bn:00042445n
d000.s01283.t00000 bn:00075094n
d000.s01284.t00000 bn:00009717n
d000.s01285.t00000 bn:00009717n
d000.s01286.t00000 bn:00009717n
d000.s01287.t00000 bn:00012289n
d000.s01288.t00000 bn:00056025n
d000.s01289.t00000 bn:00070405n
d000.s01290.t00000 bn:00046128n
d000.s01291.t00000 bn:00017124n
d000.s01292.t00000 bn:00017124n
d000.s01293.t00000 bn:00032101n
d000.s01294.t00000 bn:00032101n
d000.s01295.t00000 bn:00032101n
d000.s01296.t00000 bn:00009435n
d000.s01297.t00000 bn:00009435n
d000.s01298.t00000 bn:00074221n
d000.s01299.t00000 bn:00045970n
d000.s01300.t00000 bn:00017749n
d000.s01301.t00000 bn:00035908n
d000.s01302.t00000 bn:00006384n
d000.s01303.t00000 bn:00007782n
d000.s01304.t00000 bn:00032100n
d000.s01305.t00000 bn:00031258n
d000.s01306.t00000 bn:00032769n
d000.s01307.t00000 bn:00061985n
d000.s01308.t00000 bn:00061985n
d000.s01309.t00000 bn:00059168n
d000.s01310.t00000 bn:00059168n
d000.s01311.t00000 bn:00032768n
d000.s01312.t00000 bn:00004637n
d000.s01313.t00000 bn:00076835n
d000.s01314.t00000 bn:00076835n
d000.s01315.t00000 bn:00052865n
d000.s01316.t00000 bn:00004271n
d000.s01317.t00000 bn:00023657n
d000.s01318.t00000 bn:00028087n
d000.s01319.t00000 bn:00057269n
d000.s01320.t00000 bn:00057269n
d000.s01321.t00000 bn:00030721n
d000.s01322.t00000 bn:00002179n
d000.s01323.t00000 bn:00002178n
d000.s01324.t00000 bn:00002178n
d000.s01325.t00000 bn:00002178n
d000.s01326.t00000 bn:00045801n
d000.s01327.t00000 bn:00068888n
d000.s01328.t00000 bn:00032307n
d000.s01329.t00000 bn:00032307n
d000.s01330.t00000 bn:00046605n
d000.s01331.t00000 bn:00076834n
d000.s01332.t00000 bn:00069679n
d000.s01333.t00000 bn:00007985n
d000.s01334.t00000 bn:00007985n
d000.s01335.t00000 bn:00021226n
d000.s01336.t00000 bn:00052877n
d000.s01337.t00000 bn:00069670n
d000.s01338.t00000 bn:00020378n
d000.s01339.t00000 bn:00075397n
d000.s01340.t00000 bn:00024171n
d000.s01341.t00000 bn:00056996n
d000.s01342.t00000 bn:00062170n
d000.s01343.t00000 bn:00007477n
d000.s01344.t00000 bn:00044421n
d000.s01345.t00000 bn:00075303n
d000.s01346.t00000 bn:00005442n
d000.s01347.t00000 bn:00005105n
d000.s01348.t00000 bn:00010583n
d000.s01349.t00000 bn:00006195n
d000.s01350.t00000 bn:00019576n
d000.s01351.t00000 bn:00068205n
d000.s01352.t00000 bn:00044268n
d000.s01353.t00000 bn:00044268n
d000.s01354.t00000 bn:00040732n
d000.s01355.t00000 bn:00044270n
d000.s01356.t00000 bn:00044270n
d000.s01357.t00000 bn:00001719n
d000.s01358.t00000 bn:00076827n
d000.s01359.t00000 bn:00076827n
d000.s01360.t00000 bn:00007047n
d000.s01361.t00000 bn:00000648n
d000.s01362.t00000 bn:00066553n
d000.s01363.t00000 bn:00033848n
d000.s01364.t00000 bn:00027686n
d000.s01365.t00000 bn:00027686n
d000.s01366.t00000 bn:00028723n
d000.s01367.t00000 bn:00075669n
d000.s01368.t00000 bn:00050427n
d000.s01369.t00000 bn:00059510n
d000.s01370.t00000 bn:00059510n
d000.s01371.t00000 bn:00047611n
d000.s01372.t00000 bn:00026247n
d000.s01373.t00000 bn:00031654n
d000.s01374.t00000 bn:00067184n
d000.s01375.t00000 bn:00019340n
d000.s01376.t00000 bn:00063237n
d000.s01377.t00000 bn:00063237n
d000.s01378.t00000 bn:00002058n
d000.s01379.t00000 bn:00047600n
d000.s01380.t00000 bn:00047600n
d000.s01381.t00000 bn:00080332n
d000.s01382.t00000 bn:00050303n
d000.s01383.t00000 bn:00021221n
d000.s01384.t00000 bn:00054523n
d000.s01385.t00000 bn:00079676n
d000.s01386.t00000 bn:00079676n
d000.s01387.t00000 bn:00060465n
d000.s01388.t00000 bn:00017681n
d000.s01389.t00000 bn:00052815n
d000.s01390.t00000 bn:00057563n
d000.s01391.t00000 bn:00020828n
d000.s01392.t00000 bn:00014791n
d000.s01393.t00000 bn:00076373n
d000.s01394.t00000 bn:00076373n
d000.s01395.t00000 bn:00049816n
d000.s01395.t00001 bn:00080429n
d000.s01396.t00000 bn:00029345n
d000.s01397.t00000 bn:00030580n
d000.s01398.t00000 bn:00049910n
d000.s01399.t00000 bn:00049910n
d000.s01400.t00000 bn:00049910n
d000.s01401.t00000 bn:00070528n
d000.s01402.t00000 bn:00081546n
d000.s01403.t00000 bn:00081546n
